epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,8.127997398376465,,
0,,9,,,,,5.465651512145996,,
0,,14,,,,,6.478289604187012,,
0,,19,,,,,6.8502678871154785,,
0,,24,,,,,6.859614372253418,,
0,,29,,,,,6.260085105895996,,
0,,34,,,,,5.394680023193359,,
0,,39,,,,,4.8304853439331055,,
0,,44,,,,,4.98634147644043,,
0,,49,,,,,4.284191131591797,,
0,,54,,,,,4.245807647705078,,
0,,59,,,,,4.138278484344482,,
0,,64,,,,,4.083021640777588,,
0,,69,,,,,4.276556968688965,,
0,,74,,,,,4.1836981773376465,,
0,,79,,,,,4.143410682678223,,
0,,84,,,,,4.106507301330566,,
0,,89,,,,,4.238719463348389,,
0,,94,,,,,4.008128643035889,,
0,,99,,,,,4.175454616546631,,
0,,104,,,,,4.052146911621094,,
0,,109,,,,,4.14506196975708,,
0,,114,,,,,3.969567060470581,,
0,,119,,,,,4.054925918579102,,
0,,124,,,,,4.059095859527588,,
0,,129,,,,,4.070840835571289,,
0,,134,,,,,3.9244565963745117,,
0,,139,,,,,3.9056694507598877,,
0,,144,,,,,4.003793716430664,,
0,,149,,,,,3.9869017601013184,,
0,,154,,,,,4.056559085845947,,
0,,159,,,,,4.004947662353516,,
0,,164,,,,,4.046596050262451,,
0,,169,,,,,3.904910087585449,,
0,,174,,,,,4.225057125091553,,
0,,174,,,,10.030877113342285,,29.715360641479492,33.809818267822266
1,6.2864203453063965,175,64937.1171875,27.81944465637207,32.10404968261719,,,,
