epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,5.440230369567871,,
0,,9,,,,,5.1166768074035645,,
0,,14,,,,,6.30847692489624,,
0,,19,,,,,6.98069429397583,,
0,,24,,,,,6.746335983276367,,
0,,29,,,,,6.361947536468506,,
0,,34,,,,,5.47934627532959,,
0,,39,,,,,4.643309593200684,,
0,,44,,,,,4.025112628936768,,
0,,49,,,,,4.412435531616211,,
0,,54,,,,,4.406821250915527,,
0,,59,,,,,4.177436828613281,,
0,,64,,,,,3.9704463481903076,,
0,,69,,,,,4.114020347595215,,
0,,74,,,,,4.098515510559082,,
0,,79,,,,,4.21437931060791,,
0,,84,,,,,4.232824325561523,,
0,,89,,,,,4.043290138244629,,
0,,94,,,,,4.059558868408203,,
0,,99,,,,,3.9853575229644775,,
0,,104,,,,,3.837834358215332,,
0,,109,,,,,4.289706707000732,,
0,,114,,,,,4.375337600708008,,
0,,117,,,,12.002684593200684,,28.093690872192383,31.949153900146484
1,5.627531051635742,118,12460.740234375,29.850601196289062,34.045501708984375,,,,
