epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,11.699117660522461,,
0,,9,,,,,5.935061454772949,,
0,,14,,,,,7.180551052093506,,
0,,19,,,,,7.836353302001953,,
0,,24,,,,,6.163679122924805,,
0,,29,,,,,6.257395267486572,,
0,,34,,,,,4.873260021209717,,
0,,39,,,,,4.636195659637451,,
0,,44,,,,,4.403654098510742,,
0,,49,,,,,4.321965217590332,,
0,,54,,,,,4.415637016296387,,
0,,59,,,,,4.4657158851623535,,
0,,64,,,,,4.373312473297119,,
0,,69,,,,,4.382978439331055,,
0,,74,,,,,4.416740894317627,,
0,,79,,,,,4.4041290283203125,,
0,,84,,,,,4.354183673858643,,
0,,89,,,,,4.009615421295166,,
0,,94,,,,,4.1999359130859375,,
0,,99,,,,,4.199920654296875,,
0,,104,,,,,4.249635696411133,,
0,,109,,,,,4.176546573638916,,
0,,114,,,,,4.2584991455078125,,
0,,119,,,,,4.230376243591309,,
0,,124,,,,,4.127897262573242,,
0,,129,,,,,4.137836933135986,,
0,,134,,,,,4.187849998474121,,
0,,139,,,,,4.000809669494629,,
0,,144,,,,,3.977099657058716,,
0,,149,,,,,4.094505310058594,,
0,,154,,,,,4.005258083343506,,
0,,159,,,,,4.245455741882324,,
0,,164,,,,,4.15524435043335,,
0,,169,,,,,4.121724605560303,,
0,,174,,,,,3.989192008972168,,
0,,179,,,,,4.069126129150391,,
0,,184,,,,,4.149066925048828,,
0,,189,,,,,4.021457672119141,,
0,,194,,,,,4.108678340911865,,
0,,199,,,,,4.060042381286621,,
0,,204,,,,,4.006008625030518,,
0,,209,,,,,4.083429336547852,,
0,,214,,,,,4.158451080322266,,
0,,219,,,,,4.009482383728027,,
0,,224,,,,,4.095873832702637,,
0,,229,,,,,4.1279473304748535,,
0,,234,,,,,4.010526180267334,,
0,,239,,,,,4.094946384429932,,
0,,240,,,,9.228104591369629,,34.861167907714844,38.897621154785156
1,5.394796848297119,241,5544.63525390625,31.601350784301758,35.604339599609375,,,,
