epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,6.147589206695557,,
0,,9,,,,,5.254293441772461,,
0,,14,,,,,6.24281120300293,,
0,,19,,,,,6.7593488693237305,,
0,,24,,,,,6.766069412231445,,
0,,29,,,,,6.32119083404541,,
0,,34,,,,,5.484785079956055,,
0,,39,,,,,4.774192810058594,,
0,,44,,,,,4.3445281982421875,,
0,,49,,,,,4.20906925201416,,
0,,54,,,,,4.308714389801025,,
0,,59,,,,,4.306640625,,
0,,64,,,,,4.138882637023926,,
0,,69,,,,,4.234612464904785,,
0,,74,,,,,4.092193126678467,,
0,,79,,,,,4.080212116241455,,
0,,84,,,,,4.110812664031982,,
0,,89,,,,,4.090065002441406,,
0,,94,,,,,4.108053207397461,,
0,,99,,,,,4.182525634765625,,
0,,104,,,,,4.087416172027588,,
0,,109,,,,,3.94981050491333,,
0,,114,,,,,3.986917018890381,,
0,,119,,,,,4.049368858337402,,
0,,124,,,,,4.106850624084473,,
0,,129,,,,,4.035500526428223,,
0,,134,,,,,4.063227653503418,,
0,,139,,,,,4.152419090270996,,
0,,144,,,,,4.134142875671387,,
0,,146,,,,12.588120460510254,,32.34882736206055,36.45675277709961
1,6.722651958465576,147,112480.8984375,32.0750732421875,36.114463806152344,,,,
