epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,6.035597801208496,,
0,,9,,,,,5.654112339019775,,
0,,14,,,,,6.560013771057129,,
0,,19,,,,,6.789925575256348,,
0,,24,,,,,6.266289234161377,,
0,,29,,,,,5.306727409362793,,
0,,34,,,,,5.117515563964844,,
0,,39,,,,,4.390115261077881,,
0,,44,,,,,4.660619735717773,,
0,,49,,,,,4.631582736968994,,
0,,54,,,,,4.78802490234375,,
0,,59,,,,,4.367465972900391,,
0,,64,,,,,4.205711841583252,,
0,,69,,,,,4.001883029937744,,
0,,74,,,,,4.242473125457764,,
0,,79,,,,,4.159344673156738,,
0,,84,,,,,4.163243293762207,,
0,,89,,,,,4.255855560302734,,
0,,94,,,,,4.2617268562316895,,
0,,99,,,,,4.178492546081543,,
0,,104,,,,,4.111729621887207,,
0,,109,,,,,4.175323009490967,,
0,,114,,,,,4.290097236633301,,
0,,115,,,,11.802249908447266,,32.953243255615234,37.194095611572266
1,8.38280200958252,116,16833688.0,28.83108139038086,33.051727294921875,,,,
