epoch,nll,step,test_loss,test_mae,test_rmse,train_loss_epoch,train_loss_step,train_mae_epoch,train_rmse_epoch
0,,4,,,,,12.161600112915039,,
0,,9,,,,,5.18909215927124,,
0,,14,,,,,6.074237823486328,,
0,,19,,,,,6.527356147766113,,
0,,24,,,,,6.494723796844482,,
0,,29,,,,,6.071717262268066,,
0,,34,,,,,5.6127190589904785,,
0,,39,,,,,4.6992998123168945,,
0,,44,,,,,4.321996212005615,,
0,,49,,,,,4.274467945098877,,
0,,54,,,,,4.399271011352539,,
0,,59,,,,,4.483691692352295,,
0,,64,,,,,4.370342254638672,,
0,,69,,,,,4.2821807861328125,,
0,,74,,,,,4.330958843231201,,
0,,79,,,,,4.236017227172852,,
0,,84,,,,,4.2460832595825195,,
0,,89,,,,,4.06791877746582,,
0,,94,,,,,4.358199119567871,,
0,,99,,,,,4.302531719207764,,
0,,104,,,,,4.126482963562012,,
0,,109,,,,,4.163784027099609,,
0,,114,,,,,4.1026997566223145,,
0,,119,,,,,4.2106733322143555,,
0,,124,,,,,4.185606956481934,,
0,,129,,,,,4.207493782043457,,
0,,134,,,,,4.254727840423584,,
0,,139,,,,,4.151512145996094,,
0,,144,,,,,4.157292366027832,,
0,,149,,,,,4.099390029907227,,
0,,154,,,,,4.123849391937256,,
0,,159,,,,,4.292137622833252,,
0,,164,,,,,4.181060791015625,,
0,,169,,,,,4.175498962402344,,
0,,174,,,,,4.002266883850098,,
0,,179,,,,,4.102628707885742,,
0,,184,,,,,4.128422737121582,,
0,,189,,,,,4.10524845123291,,
0,,194,,,,,4.170539855957031,,
0,,199,,,,,4.407132625579834,,
0,,204,,,,,4.232154846191406,,
0,,209,,,,,4.079133987426758,,
0,,209,,,,10.806389808654785,,34.70044708251953,38.756736755371094
1,5.821502685546875,210,16220.6513671875,31.89752197265625,35.918643951416016,,,,
